comments,reaction_type
ও মাই গড আমি এরকম একটি ভয়ংকর মুভি জীবনেউ দেখিনি,positive
আপনার কন্ঠ টা মারাত্বক সুন্দর,positive
চোখের পানি আটকানো অসম্ভব,positive
"আমি তো আপনার ভয়েস আর কথা বলার ধরন শুনি,খুব মজা করে বলেন আপনি,",positive
"আসলে ইসলামে যা হারাম,তা কখনোই কোন মতের মানুষকেই সত্যশান্তি ও ন্যায়ের আনন্দ দিতে পারেনা।""আল হাদী"" মহান আল্লাহ সুবহানাহু তায়ালা আমাদের সহীহ বুঝ দান করুক, আমীন।",positive
মুভিটা সত্যি অসাধারণ আপু,positive
"সত্যি  এককথায়  বলা  যায়  খুব সুন্দর একটা মুভি,,,,  আমার অনেক ভালো লাগছে।।",positive
অনেক সুন্দর একটি মুভির কাহিন,positive
আপু আপনি ভিডিও দিতে দেরি করেন তাই আমি আগের ভিডিও গুলো বার বার দেখি দয়া করে তাড়াতাড়ি ভিডিও দিবেন,positive
মুভিটা নিয়ে কিছু বলার মতো ভাষা আমার জানা নেই। কিন্তু মানুষ এতটা অমানবিক কিভাবে হতে পারে !,positive
সত্যিই ভালোবাসা ভয়ংকর সুন্দর,positive
আল্লাহ আপনাকে হেদায়েত দান করুক ।  আমিন,positive
আমি আপনার কন্ঠের প্রেমে পড়ছি,positive
এটা শুধু ইন্ডিয়াতে নয় এখন বাংলাদেশেও এরচেয়ে ভয়ংকর পরকিয়া চলতেছে..!!,positive
"এই মুভির নায়ক কুট্টিচান আসলেই সেই লেভেলের একজন হিরো তার অভিনয়,একশন, মন কেরে নেওয়ার মতো। সত্যিই মুভিটা দুর্দন্ত লাগলো। এই মুভিটা মুভির মতো ছিলো। ধন্যবাদ রুমানা আপু এমন একটা মুভি আমাদের এক্সপ্লেন করে দেওয়ার জন্য ।",positive
